ligand,receptor,species
Fgf2,Kit,Mouse
Pthlh,Pth1r,Mouse
Pth,Pth1r,Mouse
Gnas,Pth1r,Mouse
Calm1,Cnga2,Mouse
Efnb1,Ephb3,Mouse
Epo,Epor,Mouse
Kitl,Epor,Mouse
Afdn,Nectin4,Mouse
Adam17,Nectin4,Mouse
Efna5,Epha2,Mouse
Efna1,Epha2,Mouse
Efna3,Epha2,Mouse
Efna4,Epha2,Mouse
Bmp15,Tgfbr1,Mouse
Gdf9,Tgfbr1,Mouse
Gdf11,Tgfbr1,Mouse
Tgfb2,Tgfbr1,Mouse
Bmp8a,Tgfbr1,Mouse
Mstn,Tgfbr1,Mouse
Tdgf1,Tgfbr1,Mouse
Bmp10,Tgfbr1,Mouse
Inhba,Tgfbr1,Mouse
Gdf3,Tgfbr1,Mouse
Egf,Cav1,Mouse
Bsg,Cav1,Mouse
Igfbp5,Cav1,Mouse
Gnai2,Cav1,Mouse
Hras,Cav1,Mouse
Clcf1,Crlf1,Mouse
Calm1,Kcnq1,Mouse
Calml3,Kcnq1,Mouse
Bmp10,Eng,Mouse
Tnfsf13,Tnfrsf13b,Mouse
Tnfsf13b,Tnfrsf13b,Mouse
Vip,Vipr2,Mouse
Sct,Vipr2,Mouse
Adcyap1,Vipr2,Mouse
Fgf8,Fgfrl1,Mouse
Fgf2,Fgfrl1,Mouse
Pros1,Mertk,Mouse
Gas6,Mertk,Mouse
Lgals3,Mertk,Mouse
Sema3c,Plxnd1,Mouse
Sema4a,Plxnd1,Mouse
Sema3e,Plxnd1,Mouse
Hmgb1,Ager,Mouse
S100a9,Ager,Mouse
Dll4,Notch4,Mouse
Dll3,Notch4,Mouse
Psen1,Notch4,Mouse
Jag1,Notch4,Mouse
Jag2,Notch4,Mouse
Il25,Il17rb,Mouse
Il17b,Il17rb,Mouse
Apoe,Sdc4,Mouse
Adam12,Sdc4,Mouse
Ptn,Sdc4,Mouse
Rspo3,Sdc4,Mouse
Ceacam1,Sdc4,Mouse
Tnc,Sdc4,Mouse
Cxcl10,Sdc4,Mouse
Tgm2,Sdc4,Mouse
Fgf2,Sdc4,Mouse
Htra2,Cd40,Mouse
Ltb,Cd40,Mouse
Lgals9,Cd40,Mouse
Tnf,Cd40,Mouse
Adam17,Cd40,Mouse
Cd40lg,Cd40,Mouse
Ntn1,Adora2b,Mouse
Ptpn6,Cd22,Mouse
St6gal1,Cd22,Mouse
Ptgs2,Ptger1,Mouse
Nmb,Nmbr,Mouse
Grp,Nmbr,Mouse
Ptpn6,Ros1,Mouse
Ptpn11,Ros1,Mouse
Il19,Il20ra,Mouse
Il24,Il20ra,Mouse
Il20,Il20ra,Mouse
Ifng,Ifngr1,Mouse
Tac1,Tacr2,Mouse
Tac2,Tacr2,Mouse
Npvf,Npffr1,Mouse
Npff,Npffr1,Mouse
Selplg,Vsir,Mouse
Cxcl12,Avpr1a,Mouse
Avp,Avpr1a,Mouse
Ang,Egfr,Mouse
Tnfsf12,Egfr,Mouse
Egf,Egfr,Mouse
Btc,Egfr,Mouse
Ereg,Egfr,Mouse
Spink1,Egfr,Mouse
Il6,Egfr,Mouse
Tnc,Egfr,Mouse
Hsp90aa1,Egfr,Mouse
Vcan,Egfr,Mouse
Postn,Egfr,Mouse
Efnb1,Egfr,Mouse
Hbegf,Egfr,Mouse
Osm,Egfr,Mouse
Areg,Egfr,Mouse
Nrg1,Egfr,Mouse
Lrig1,Egfr,Mouse
Tgfa,Egfr,Mouse
Epgn,Egfr,Mouse
Rspo1,Lgr5,Mouse
Rspo2,Lgr5,Mouse
Rspo3,Lgr5,Mouse
Rspo4,Lgr5,Mouse
Has2,Hmmr,Mouse
Pdgfc,Flt4,Mouse
Vegfd,Flt4,Mouse
Vegfc,Flt4,Mouse
Agtrap,Rack1,Mouse
Dkk3,Kremen1,Mouse
Dkk4,Kremen1,Mouse
Dkk1,Kremen1,Mouse
Lgals9,Havcr2,Mouse
Hmgb1,Havcr2,Mouse
Lypd3,Agr2,Mouse
Apoe,Sdc1,Mouse
Ptn,Sdc1,Mouse
Thbs1,Sdc1,Mouse
Fgf2,Sdc1,Mouse
Sema6d,Nrcam,Mouse
Vwf,Itgb3,Mouse
Angptl3,Itgb3,Mouse
Cx3cl1,Itgb3,Mouse
Hmgb1,Itgb3,Mouse
Cxcl12,Itgb3,Mouse
Fga,Itgb3,Mouse
Tnc,Itgb3,Mouse
Fgf2,Itgb3,Mouse
L1cam,Itgb3,Mouse
Postn,Itgb3,Mouse
Spp1,Itgb3,Mouse
Vegfa,Itgb3,Mouse
Igf1,Itgb3,Mouse
Reln,Itgb3,Mouse
Thbs1,Itgb3,Mouse
Mfge8,Itgb3,Mouse
Lgals3,Itgb3,Mouse
Mmp2,Itgb3,Mouse
Calm1,Scn4a,Mouse
Calm2,Scn4a,Mouse
Cd40lg,Traf3,Mouse
S100a1,Ryr2,Mouse
Gdf5,Ror2,Mouse
Wnt5a,Ror2,Mouse
Ihh,Ptch1,Mouse
F2,F2rl2,Mouse
F7,F2rl1,Mouse
F2,F2rl1,Mouse
Tnfsf10,Tnfrsf10b,Mouse
Fadd,Tnfrsf10b,Mouse
Nrtn,Gfra2,Mouse
Gdnf,Gfra2,Mouse
Artn,Gfra2,Mouse
Osm,Osmr,Mouse
Il31,Osmr,Mouse
Vegfa,Sdc2,Mouse
Ptn,Sdc2,Mouse
Hgf,Sdc2,Mouse
Fgf2,Sdc2,Mouse
Mmp2,Sdc2,Mouse
Cthrc1,Fzd6,Mouse
Wnt4,Fzd6,Mouse
Wnt5a,Fzd6,Mouse
Wnt10b,Fzd6,Mouse
Wnt1,Fzd6,Mouse
Calm1,Adcy8,Mouse
Calm2,Adcy8,Mouse
Nptx2,Nptxr,Mouse
Nptx1,Nptxr,Mouse
Angptl3,Itga5,Mouse
Cxcl12,Itga5,Mouse
Fga,Itga5,Mouse
Fgg,Itga5,Mouse
Fgb,Itga5,Mouse
L1cam,Itga5,Mouse
Postn,Itga5,Mouse
Fn1,Itga5,Mouse
Reln,Itga5,Mouse
Adam17,Itga5,Mouse
Thbs1,Itga5,Mouse
Angpt2,Itga5,Mouse
Tnfsf13b,Tnfrsf17,Mouse
Angptl8,Gpihbp1,Mouse
Apoc3,Gpihbp1,Mouse
Cd6,Alcam,Mouse
S100b,Alcam,Mouse
Afdn,Nectin3,Mouse
Trf,Tfrc,Mouse
Calm1,Mylk,Mouse
Calm2,Mylk,Mouse
Slit3,Robo1,Mouse
Slit2,Robo1,Mouse
Slit1,Robo1,Mouse
Ifng,Ifngr2,Mouse
Ifnb1,Ifnar1,Mouse
Ucn2,Il10rb,Mouse
Ucn3,Il10rb,Mouse
Ifnb1,Ifnar2,Mouse
Amh,Amhr2,Mouse
Wnt7b,Celsr3,Mouse
Wnt7a,Celsr3,Mouse
Igf2,Igf2r,Mouse
Tnfsf12,Tnfrsf12a,Mouse
Sema6d,Trem2,Mouse
Apoe,Trem2,Mouse
Lhb,Lhcgr,Mouse
Gnai2,Lhcgr,Mouse
Gnas,Lhcgr,Mouse
Nrtn,Gfra3,Mouse
Artn,Gfra3,Mouse
Pdgfa,Pdgfrb,Mouse
Pdgfc,Pdgfrb,Mouse
Pdgfd,Pdgfrb,Mouse
Mfge8,Pdgfrb,Mouse
Csf3,Csf1r,Mouse
Il34,Csf1r,Mouse
Calm1,Fas,Mouse
Fadd,Fas,Mouse
Wnt7b,Lrp5,Mouse
Apoe,Lrp5,Mouse
Wnt7a,Lrp5,Mouse
Tdgf1,Lrp5,Mouse
Wnt5a,Lrp5,Mouse
Nrtn,Gfra1,Mouse
Artn,Gfra1,Mouse
Gnas,Gcgr,Mouse
Gcg,Gcgr,Mouse
Thbs1,Itgb8,Mouse
Calm1,Mip,Mouse
Alox5ap,Alox5,Mouse
S100a8,Ly96,Mouse
Cd14,Ly96,Mouse
Sftpd,Ly96,Mouse
Hmgb1,Ly96,Mouse
Pf4,Ccr1,Mouse
Ccl5,Ccr1,Mouse
Sema3d,Nrp1,Mouse
Sema3c,Nrp1,Mouse
Vegfa,Nrp1,Mouse
Sema3a,Nrp1,Mouse
Egf,Nrp1,Mouse
Fgf7,Nrp1,Mouse
Sema3b,Nrp1,Mouse
Ptn,Nrp1,Mouse
Hgf,Nrp1,Mouse
Cntn2,Nrp1,Mouse
Sema4a,Nrp1,Mouse
Fgf4,Nrp1,Mouse
Sema3e,Nrp1,Mouse
Fgf1,Nrp1,Mouse
Sema3f,Nrp1,Mouse
Fgf2,Nrp1,Mouse
L1cam,Nrp1,Mouse
Adam10,Tspan17,Mouse
Ntn1,Unc5a,Mouse
Pdyn,Oprk1,Mouse
Pth,Pth2r,Mouse
Pth2,Pth2r,Mouse
Cp,Slc40a1,Mouse
Cd86,Cd28,Mouse
Icosl,Cd28,Mouse
Il18,Il18rap,Mouse
Il1b,Il1r1,Mouse
Il1a,Il1r1,Mouse
Il1rn,Il1r1,Mouse
Il1b,Il1r2,Mouse
Il1a,Il1r2,Mouse
Il1rn,Il1r2,Mouse
Nms,Nmur1,Mouse
Nmu,Nmur1,Mouse
Efna5,Epha4,Mouse
Efna1,Epha4,Mouse
Efnb1,Epha4,Mouse
Efna3,Epha4,Mouse
Efna4,Epha4,Mouse
Pdcd1lg2,Pdcd1,Mouse
Cd14,Cd55,Mouse
Psap,Gpr37l1,Mouse
Avp,Avpr1b,Mouse
Podxl2,Sell,Mouse
Selplg,Sell,Mouse
Calm1,Sell,Mouse
Cfh,Sell,Mouse
Bsg,Sele,Mouse
Selplg,Sele,Mouse
Sema3a,Plxna2,Mouse
Spp1,Itga8,Mouse
Npnt,Itga8,Mouse
Tnc,Itga8,Mouse
Il15,Il2ra,Mouse
Il2,Il2ra,Mouse
Tdgf1,Acvr1c,Mouse
Inhba,Acvr1c,Mouse
Nodal,Acvr1c,Mouse
Inhbb,Acvr1c,Mouse
Gdf3,Acvr1c,Mouse
Dll4,Notch1,Mouse
Adam10,Notch1,Mouse
Cntn6,Notch1,Mouse
Rbp3,Notch1,Mouse
Dll3,Notch1,Mouse
Psen1,Notch1,Mouse
Ccn3,Notch1,Mouse
Dlk2,Notch1,Mouse
Dlk1,Notch1,Mouse
Fgf2,Notch1,Mouse
Jag1,Notch1,Mouse
Jag2,Notch1,Mouse
Reln,Notch1,Mouse
Egfl7,Notch1,Mouse
Adam17,Notch1,Mouse
Mfap2,Notch1,Mouse
Mfap5,Notch1,Mouse
Wnt5a,Notch1,Mouse
Cd40lg,Traf2,Mouse
Tnfsf9,Traf2,Mouse
Tnc,Itgb6,Mouse
Dspp,Itgb6,Mouse
Adam17,Itgb6,Mouse
Thbs1,Itgb6,Mouse
Il36b,Il36rn,Mouse
Adam10,Itgav,Mouse
Vwf,Itgav,Mouse
Angptl3,Itgav,Mouse
Cx3cl1,Itgav,Mouse
Hmgb1,Itgav,Mouse
Fbn1,Itgav,Mouse
Cxcl12,Itgav,Mouse
Icam1,Itgav,Mouse
Fgg,Itgav,Mouse
Adam15,Itgav,Mouse
Tnc,Itgav,Mouse
Fgf2,Itgav,Mouse
L1cam,Itgav,Mouse
Ccn1,Itgav,Mouse
Postn,Itgav,Mouse
Spp1,Itgav,Mouse
Vegfa,Itgav,Mouse
Igf1,Itgav,Mouse
Adam9,Itgav,Mouse
Dspp,Itgav,Mouse
Egfl7,Itgav,Mouse
Thbs1,Itgav,Mouse
Mfge8,Itgav,Mouse
Angpt2,Itgav,Mouse
Mmp2,Itgav,Mouse
Adam9,Itga6,Mouse
Adam17,Itga6,Mouse
Agrn,Lrp4,Mouse
Wnt7a,Lrp4,Mouse
Gas6,Tyro3,Mouse
a,Atrn,Mouse
Pf4,Procr,Mouse
Proc,Procr,Mouse
Nppb,Npr1,Mouse
Nppa,Npr1,Mouse
Vegfa,Npr1,Mouse
Adam10,Il6ra,Mouse
Cd14,Tlr2,Mouse
Hmgb1,Tlr2,Mouse
Ccn1,Tlr2,Mouse
Vcan,Tlr2,Mouse
Bgn,Tlr2,Mouse
Npy,Npy2r,Mouse
Bdnf,Insrr,Mouse
Ntf3,Ntrk1,Mouse
Bdnf,Ntrk1,Mouse
Ntf5,Ntrk1,Mouse
Ngf,Ntrk1,Mouse
Crp,Fcgr1,Mouse
Tfpi,F3,Mouse
F7,F3,Mouse
Adam10,Tspan5,Mouse
Tac1,Tacr3,Mouse
Tac2,Tacr3,Mouse
Gdf10,Bmpr1b,Mouse
Bmp6,Bmpr1b,Mouse
Gdf7,Bmpr1b,Mouse
Bmp4,Bmpr1b,Mouse
Gdf5,Bmpr1b,Mouse
Gdf6,Bmpr1b,Mouse
Bmp10,Bmpr1b,Mouse
Efna5,Epha7,Mouse
Efnb1,Epha7,Mouse
Apoe,Abca1,Mouse
Pltp,Abca1,Mouse
Apoa1,Abca1,Mouse
Nppb,Npr2,Mouse
Nppa,Npr2,Mouse
Wnt7a,Reck,Mouse
Lep,Leprot,Mouse
Grn,Tnfrsf1b,Mouse
Adam17,Tnfrsf1b,Mouse
Efna5,Epha8,Mouse
Ihh,Ptch2,Mouse
Tnfsf9,Tnfrsf9,Mouse
Cck,Cckar,Mouse
Fgf21,Klb,Mouse
Fgf15,Klb,Mouse
Gnrh1,Gnrhr,Mouse
Tgfb2,Tgfbr3,Mouse
Inhba,Tgfbr3,Mouse
Thbs1,Scarb2,Mouse
Bgn,P2rx4,Mouse
Mmp14,Flt1,Mouse
Vegfa,Flt1,Mouse
Trf,Tfr2,Mouse
Adam10,Gpnmb,Mouse
S100a10,Trpv5,Mouse
S100a10,Trpv6,Mouse
Tac1,Tacr1,Mouse
Tac2,Tacr1,Mouse
Vwf,Gp9,Mouse
Nrtn,Ret,Mouse
Artn,Ret,Mouse
Shank3,Ret,Mouse
Crp,Olr1,Mouse
Apoe,Lrp6,Mouse
Wnt8b,Lrp6,Mouse
Sostdc1,Lrp6,Mouse
Wnt4,Lrp6,Mouse
Apob,Lrp6,Mouse
Wnt5b,Lrp6,Mouse
Dkk4,Lrp6,Mouse
Tdgf1,Lrp6,Mouse
Pth,Lrp6,Mouse
Rspo3,Lrp6,Mouse
Wnt5a,Lrp6,Mouse
Guca2b,Gucy2c,Mouse
Grn,Tnfrsf1a,Mouse
Adam17,Tnfrsf1a,Mouse
Fadd,Tnfrsf1a,Mouse
Izumo1,Cd9,Mouse
Adam17,Cd9,Mouse
Adam3,Cd9,Mouse
Slurp1,Chrna7,Mouse
Sema6d,Tyrobp,Mouse
Clec4g,Tyrobp,Mouse
Tnfsf9,Tmem126a,Mouse
Fgf2,Lyve1,Mouse
Cck,Cckbr,Mouse
Fgf2,Gpc4,Mouse
Col18a1,Gpc4,Mouse
Lgals3,Il13ra2,Mouse
Il15,Il2rg,Mouse
Il7,Il2rg,Mouse
Tac1,Grpr,Mouse
Grp,Grpr,Mouse
Avp,Avpr2,Mouse
Amelx,Lamp1,Mouse
Wnt7b,Adgra2,Mouse
Cd14,Tlr3,Mouse
Afdn,Nectin1,Mouse
Psen1,Nectin1,Mouse
Ntn1,Mcam,Mouse
C1qtnf5,Mfrp,Mouse
Pcsk9,Ldlr,Mouse
Apoe,Ldlr,Mouse
Apob,Ldlr,Mouse
Lipc,Ldlr,Mouse
Slpi,Plscr4,Mouse
Prnd,Rpsa,Mouse
Ptma,Vipr1,Mouse
Adcyap1,Vipr1,Mouse
Efnb1,Ephb1,Mouse
Mst1,Mst1r,Mouse
Adam10,Tspan14,Mouse
Rspo2,Lgr6,Mouse
Rspo3,Lgr6,Mouse
Rspo4,Lgr6,Mouse
Gdf10,Bmpr1a,Mouse
Bmp6,Bmpr1a,Mouse
Bmp8a,Bmpr1a,Mouse
Gdf7,Bmpr1a,Mouse
Bmp4,Bmpr1a,Mouse
Gdf6,Bmpr1a,Mouse
Amh,Bmpr1a,Mouse
Cxcl12,Cmklr1,Mouse
Lep,Lepr,Mouse
Ntf3,Ntrk3,Mouse
Bdnf,Ntrk3,Mouse
Ngf,Ntrk3,Mouse
Ccl1,Ccr8,Mouse
Flt3l,Flt3,Mouse
Ccl5,Ccr3,Mouse
Ccl26,Ccr3,Mouse
Cxcl9,Ccr3,Mouse
Ccl28,Ccr3,Mouse
Rspo3,Fzd8,Mouse
Wnt5a,Fzd8,Mouse
Bdnf,Sorcs2,Mouse
Ngf,Sorcs2,Mouse
Adam10,Tspan10,Mouse
Icam1,Muc1,Mouse
Il22,Il22ra2,Mouse
Gpc3,Cd81,Mouse
Adam10,Lrp1,Mouse
Vwf,Lrp1,Mouse
Ctsd,Lrp1,Mouse
Pcsk9,Lrp1,Mouse
Apoe,Lrp1,Mouse
Hsp90aa1,Lrp1,Mouse
Hspa1b,Lrp1,Mouse
Thbs1,Lrp1,Mouse
Psap,Lrp1,Mouse
Cxcl12,Dpp4,Mouse
Cxcl9,Dpp4,Mouse
Gip,Dpp4,Mouse
Cxcl10,Dpp4,Mouse
Gcg,Dpp4,Mouse
Adcyap1,Dpp4,Mouse
Spp1,Itga9,Mouse
Adam12,Itga9,Mouse
Tnc,Itga9,Mouse
Nms,Nmur2,Mouse
Cxcl2,Ackr1,Mouse
Bsg,Slc16a1,Mouse
Cd14,Tlr4,Mouse
Hmgb1,Tlr4,Mouse
Fga,Tlr4,Mouse
Tnc,Tlr4,Mouse
Cxcl10,Tlr4,Mouse
Sftpd,Tlr4,Mouse
S100a9,Tlr4,Mouse
S100a1,Tlr4,Mouse
S100a8,Tlr4,Mouse
Retn,Tlr4,Mouse
Npb,Npbwr1,Mouse
Npw,Npbwr1,Mouse
Bmp4,Hjv,Mouse
Bmp6,Hjv,Mouse
Uts2b,Uts2r,Mouse
Adam10,Tspan15,Mouse
Vegfa,Gpc1,Mouse
Ihh,Gpc1,Mouse
Col18a1,Gpc1,Mouse
Rspo2,Lgr4,Mouse
Rspo3,Lgr4,Mouse
Adcyap1,Ramp3,Mouse
Adm2,Ramp3,Mouse
Pon2,Htr2a,Mouse
Tnfsf12,Tnfrsf25,Mouse
Tnfsf15,Tnfrsf25,Mouse
Cd14,C3ar1,Mouse
Wnt5a,Ror1,Mouse
Vwf,Stab2,Mouse
Calm1,Trpc5,Mouse
Hsp90aa1,Cftr,Mouse
Fyn,Spn,Mouse
Icam1,Spn,Mouse
Bsg,Spn,Mouse
Lcn2,Slc22a17,Mouse
Wnt7b,Fzd4,Mouse
Wnt5a,Fzd4,Mouse
Cxcl12,Oprd1,Mouse
Gnai2,Oprd1,Mouse
Ccl27a,Ackr2,Mouse
Ccl21a,Ackr2,Mouse
Ccl28,Ackr2,Mouse
Efna5,Epha10,Mouse
Uts2b,Sstr5,Mouse
Sema4c,Plxnb2,Mouse
Vwf,Gp5,Mouse
Psap,Gpr37,Mouse
Ccl20,Cxcr3,Mouse
Ccl19,Cxcr3,Mouse
Ccl21d,Cxcr3,Mouse
Cxcl9,Cxcr3,Mouse
Ccl21b,Cxcr3,Mouse
Ccl21a,Cxcr3,Mouse
Pdcd1lg2,Pdcd2,Mouse
Liph,Lpar1,Mouse
Gnai2,Mtnr1b,Mouse
Rtn4,S1pr2,Mouse
Hmgb1,Cxcr4,Mouse
Cxcl12,Cxcr4,Mouse
Wnt5a,Fzd9,Mouse
Apela,Aplnr,Mouse
Cd200,Cd200r1,Mouse
Lama2,Itga2,Mouse
Vwf,Itga2,Mouse
Tnc,Itga2,Mouse
Col4a3,Itga2,Mouse
Col8a1,Itga2,Mouse
Adam10,Erbb2,Mouse
Btc,Erbb2,Mouse
L1cam,Erbb2,Mouse
Nrg1,Erbb2,Mouse
Gnai2,Cnr1,Mouse
Nps,Npsr1,Mouse
Prok1,Prokr2,Mouse
Vwf,Gp1ba,Mouse
Apoe,Sorl1,Mouse
Wnt7b,Fzd1,Mouse
Wnt5a,Fzd1,Mouse
Insl5,Rxfp4,Mouse
Prok1,Prokr1,Mouse
Rtn4,Lingo1,Mouse
Omg,Lingo1,Mouse
Vwf,Gp1bb,Mouse
Efna5,Epha5,Mouse
Hmgb1,Tlr1,Mouse
Ghrl,Ghsr,Mouse
Gcg,Glp2r,Mouse
Adam12,Tgfbr2,Mouse
Ccl27b,Ccr10,Mouse
Ccl27a,Ccr10,Mouse
Ccl28,Ccr10,Mouse
Rtn3,Rtn4r,Mouse
Omg,Rtn4r,Mouse
Rtn4,Rtn4r,Mouse
Prlh,Prlhr,Mouse
Calm1,Kcnq3,Mouse
Prl8a2,Pgr,Mouse
Ntn1,Neo1,Mouse
Rgmb,Neo1,Mouse
Rgma,Neo1,Mouse
Cxcl12,Gpr17,Mouse
Adcyap1,Adcyap1r1,Mouse
Ccl26,Cx3cr1,Mouse
Hspg2,Ptprs,Mouse
Bsg,Slc16a7,Mouse
Efna5,Epha3,Mouse
Efna5,Epha6,Mouse
Nppb,Npr3,Mouse
Nppa,Npr3,Mouse
Ostn,Npr3,Mouse
Bmp4,Acvr2a,Mouse
Lefty2,Acvr2a,Mouse
Cthrc1,Fzd5,Mouse
Hmgb1,Itgam,Mouse
Icam1,Itgam,Mouse
Cfh,Itgam,Mouse
Hp,Itgam,Mouse
Cxcl12,Ackr3,Mouse
Col18a1,Itgb5,Mouse
Spp1,Itgb5,Mouse
Adam9,Itgb5,Mouse
Gh,Ghr,Mouse
Cxcl12,Agtr1a,Mouse
Efna5,Epha1,Mouse
Afdn,Nectin2,Mouse
Ccl19,Ackr4,Mouse
Ntn1,Unc5b,Mouse
Col8a1,Itga1,Mouse
Ngf,Sorcs3,Mouse
Ihh,Hhip,Mouse
Vwf,Tnfrsf11b,Mouse
Dll4,Notch2,Mouse
Dll3,Notch2,Mouse
Psen1,Notch2,Mouse
Dlk1,Notch2,Mouse
Egfl7,Notch2,Mouse
Ntf3,Ntrk2,Mouse
Apoe,Lrp2,Mouse
Selenop,Lrp2,Mouse
Tcn2,Lrp2,Mouse
Cubn,Lrp2,Mouse
Nrg3,Erbb3,Mouse
Nrg2,Erbb3,Mouse
L1cam,Erbb3,Mouse
Fgf3,Fgfr1,Mouse
Fgf11,Fgfr1,Mouse
Ncam1,Fgfr1,Mouse
Fgf14,Fgfr1,Mouse
Fgf12,Fgfr1,Mouse
Colq,Musk,Mouse
Agrn,Musk,Mouse
Wnt11,Musk,Mouse
Calm1,Scn10a,Mouse
Hmgb1,Tlr9,Mouse
Apoe,Scarb1,Mouse
Ptn,Alk,Mouse
Alkal1,Alk,Mouse
Gdf2,Alk,Mouse
Bmp6,Bmpr2,Mouse
Gdf2,Bmpr2,Mouse
Dll4,Notch3,Mouse
Dll3,Notch3,Mouse
Psen1,Notch3,Mouse
Dlk1,Notch3,Mouse
Egfl7,Notch3,Mouse
Thbs2,Notch3,Mouse
Fgf3,Fgfr3,Mouse
Fgf11,Fgfr3,Mouse
Fgf14,Fgfr3,Mouse
Hsp90aa1,Fgfr3,Mouse
Fgf12,Fgfr3,Mouse
Col4a6,Itgb1,Mouse
Col4a5,Itgb1,Mouse
Fga,Itgb1,Mouse
Jam2,Itgb1,Mouse
Tnc,Itgb1,Mouse
Hspg2,Itgb1,Mouse
Col4a3,Itgb1,Mouse
L1cam,Itgb1,Mouse
Spp1,Itgb1,Mouse
Lama2,Itgb1,Mouse
Reln,Itgb1,Mouse
Lgals3,Itgb1,Mouse
Ptn,Ptprz1,Mouse
Vegfa,Ptprz1,Mouse
Gdf10,Acvr1,Mouse
Bmp6,Acvr1,Mouse
Gdf2,Acvr1,Mouse
Igf2,Insr,Mouse
Ptn,Ptprb,Mouse
Vegfa,Ptprb,Mouse
Gip,Gipr,Mouse
Il1rn,Il1rl2,Mouse
Ccl20,Ccr6,Mouse
Il19,Il20rb,Mouse
Il24,Il20rb,Mouse
Tnc,Itga7,Mouse
Col4a6,Cd93,Mouse
Gng13,Kcnj6,Mouse
Gng2,Kcnj6,Mouse
Gng12,Kcnj6,Mouse
Gnb4,Kcnj6,Mouse
Camp,P2rx7,Mouse
Vwf,Itga2b,Mouse
Fga,Itga2b,Mouse
Reln,Itga2b,Mouse
Rtn4,Cntnap1,Mouse
Ccl19,Ccr7,Mouse
Ccl21b,Ccr7,Mouse
Sftpa1,Sirpa,Mouse
Omg,Rtn4rl1,Mouse
Ngf,Trpv1,Mouse
Il24,Il22ra1,Mouse
Ngf,Sort1,Mouse
Vwf,Itga4,Mouse
Jam2,Itga4,Mouse
Spp1,Itga4,Mouse
Thpo,Mpl,Mouse
Cd200,Cd200r2,Mouse
Icosl,Icos,Mouse
Agrn,Atp1a3,Mouse
Slit2,Robo4,Mouse
Cntf,Cntfr,Mouse
Hspg2,Col13a1,Mouse
Calm1,Oprm1,Mouse
Ntn1,Unc5c,Mouse
Lgals3,Itgb4,Mouse
Apoe,Lrp8,Mouse
Selenop,Lrp8,Mouse
Reln,Lrp8,Mouse
Tctn1,Tmem67,Mouse
Nxph1,Nrxn2,Mouse
Vegfa,Kdr,Mouse
Vegfa,Nrp2,Mouse
Wnt11,Fzd7,Mouse
Slit2,Robo3,Mouse
Sema6b,Plxna4,Mouse
Slit2,Robo2,Mouse
Ihh,Cdon,Mouse
Nrg3,Erbb4,Mouse
Nrg4,Erbb4,Mouse
Adamts3,Ccbe1,Mouse
Bmp6,Acvr2b,Mouse
Pdgfd,Pdgfra,Mouse
Apoe,Vldlr,Mouse
